code,additives_n,energy_100g,fat_100g,fiber_100g,proteins_100g,sugars_100g,sodium_100g,salt_100g,carbohydrates_100g,healthy
5700002262608,5.0,1707.0,7.5,0.0,6.5,59.0,0.196,0.49,79.0,0.0
5700626169857,6.0,1276.0,0.3,0.0,0.1,63.0,0.0,0.0,75.5,
5701038033224,0.0,2607.0,48.9,8.4,25.6,4.0,0.28,0.7,16.0,1.0
5701043550273,0.0,3766.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5701049170147,1.0,2100.0,28.0,8.3,6.0,43.0,0.096,0.24,52.0,
5701073028933,1.0,1795.0,14.0,13.0,10.0,16.0,0.16,0.4,59.0,1.0
5701075048823,0.0,1364.0,1.4,13.0,9.6,3.0,0.004,0.01,61.0,
5701111000112,0.0,1542.0,1.6,12.9,7.3,28.1,0.364,0.91,73.9,0.0
5701182016081,1.0,1598.0,0.0,0.0,0.5,94.0,0.04,0.1,94.0,
5701215058569,0.0,736.0,0.2,4.3,3.1,2.3,0.008,0.02,4.8,1.0
5701397360344,0.0,736.0,14.5,2.8,2.0,6.8,0.62,1.55,7.9,0.0
5701397360368,4.0,1925.0,25.7,0.0,5.3,3.8,0.8,2.0,49.9,0.0
5701475009103,0.0,644.0,26.2,0.9,4.5,27.0,0.71,1.775,30.0,0.0
5701598027237,0.0,176.0,0.5,0.2,0.7,8.7,0.004,0.01,8.7,0.0
5701638141930,1.0,152.0,2.0,2.8,1.9,2.8,0.312,0.78,2.8,0.0
5701638195797,0.0,1184.0,25.0,0.0,14.0,0.4,1.12,2.8,0.4,
5701912015094,2.0,1607.0,12.0,2.6,3.2,54.0,0.016,0.04,65.0,
5701977012038,0.0,197.0,1.3,0.8,0.3,3.9,0.036,0.09,8.1,1.0
5702024200316,0.0,2331.0,59.0,0.0,4.8,0.0,0.292,0.73,3.6,0.0
5702280308313,2.0,1109.0,20.0,0.0,14.0,2.0,0.64,1.6,7.0,
57026749,1.0,1673.0,0.09,0.0,9.0,81.0,0.0004,0.001,98.0,0.0
57026763,3.0,1644.0,0.1,0.0,0.1,80.0,0.004,0.01,97.0,0.0
5703161803019,2.0,1766.0,11.0,8.4,22.0,2.1,0.88,2.2,53.0,0.0
57031965,5.0,172.0,0.0,0.0,1.5,8.2,0.052,0.13,8.4,1.0
5704025026681,0.0,329.0,0.0,0.0,19.4,0.0,0.12,0.3,0.0,1.0
5705365520143,0.0,1695.0,1.2,6.0,7.5,8.7,0.48,1.2,86.0,
5705365520150,0.0,1653.0,2.6,3.2,10.0,7.7,0.96,2.4,81.0,
5705365520167,0.0,1674.0,3.0,3.1,10.0,7.1,0.48,1.2,81.0,1.0
5705751999997,0.0,582.0,0.0,0.0,11.0,0.0,5.6,14.0,24.0,0.0
5705907000010,2.0,1883.0,17.0,6.0,7.6,16.0,0.48,1.2,63.0,
5706296901070,1.0,640.0,0.0,0.0,0.2,36.0,0.008,0.02,38.0,0.0
5706779058635,0.0,1975.0,3.8,0.0,13.0,35.0,0.124,0.31,45.0,
5706779063257,1.0,1017.0,2.3,7.3,1.0,57.0,0.088,0.22,66.0,0.0
5706888008064,3.0,742.0,0.0,88.0,0.2,0.4,0.012,0.03,3.0,
5707196206852,2.0,632.0,7.0,0.0,21.0,0.5,0.68,1.7,1.0,
5707196241846,1.0,971.0,16.0,0.0,21.0,0.49,0.68,1.7,1.1,0.0
5707312007080,4.0,1017.0,0.6,0.0,0.5,0.5,0.004,0.01,98.0,
5707312007103,6.0,1038.0,0.7,9.2,0.5,0.5,0.02,0.05,0.5,1.0
5707360001283,1.0,1213.0,0.5,0.32,0.5,52.0,0.004,0.01,72.0,
5707360002402,2.0,1527.0,0.02,0.2,0.2,86.8,0.012,0.03,90.8,
5707360021014,0.0,1854.0,13.5,0.0,1.8,66.0,0.108,0.27,78.5,
5707360098719,7.0,1629.0,1.8,0.0,1.9,74.0,0.072,0.18,88.0,0.0
5707381001507,0.0,2469.0,49.0,8.4,26.0,4.7,0.28,0.7,7.6,1.0
5707381014057,0.0,3766.0,100.0,0.0,0.0,1.8,0.0,0.0,5.8,0.0
5707381019267,0.0,2540.0,48.3,6.3,24.5,5.8,0.7,1.75,16.9,0.0
5707381025695,0.0,2540.0,48.3,6.3,24.5,5.8,0.28,0.7,16.9,0.0
5707411988815,1.0,1615.0,0.0,0.0,0.0,71.0,0.004,0.01,96.0,
5707577052313,7.0,8.0,0.0,0.0,0.0,0.0,0.036,0.09,0.0,1.0
5707577120654,2.0,2029.0,31.0,5.3,20.0,2.5,0.116,0.29,38.0,
5707577351225,0.0,21.0,0.0,0.0,0.8,0.0,0.036,0.09,0.0,
5707577900317,6.0,1736.0,16.0,0.5,32.0,24.0,0.204,0.51,39.0,0.0
5707653002102,0.0,1381.0,4.5,9.5,2.0,58.0,0.016,0.04,66.0,
5707653002188,0.0,1318.0,3.2,10.0,2.1,57.0,0.0,0.0,64.0,
5708147003292,0.0,1130.0,0.0,8.6,1.4,58.0,0.0,0.0,62.0,0.0
5708147004350,0.0,1130.0,0.0,8.6,1.4,58.0,0.0,0.0,61.0,0.0
5708190021304,1.0,105.0,0.0,0.0,0.0,5.9,0.0,0.0,6.0,0.0
5708190025050,1.0,71.0,0.0,0.0,0.0,3.8,0.0012,0.003,3.9,0.0
5708229103759,0.0,1544.0,33.0,1.3,5.9,3.6,1.28,3.2,11.0,0.0
5708229126307,0.0,1038.0,0.0,0.0,0.0,61.0,0.48,1.2,61.0,0.0
5708665070035,0.0,1611.0,15.0,0.0,5.5,38.0,0.008,0.02,52.0,0.0
5709152012354,3.0,1690.0,19.0,1.6,4.9,26.0,0.48,1.2,54.0,0.0
5709322031505,0.0,176.0,0.0,0.1,0.0,11.0,0.04,0.1,11.0,
5709364674609,0.0,1749.0,16.0,1.4,3.4,51.0,0.18,0.45,63.0,
5709364675453,6.0,2288.0,32.0,2.6,5.0,26.0,0.236,0.59,59.0,0.0
5709364692221,2.0,2004.0,22.0,1.9,5.4,34.0,0.26,0.65,64.0,
5709451022184,0.0,2523.0,46.0,4.6,8.8,36.0,0.044,0.11,38.0,
5709992151107,0.0,3012.0,80.0,0.0,0.0,0.0,0.8,2.0,0.0,0.0
5710183000104,0.0,782.0,0.5,86.5,2.5,0.0,0.12,0.3,2.8,
5710183056408,0.0,1934.0,33.0,33.0,22.0,1.0,0.02,0.05,4.4,1.0
5710328003335,1.0,331.0,0.2,0.0,8.6,9.7,0.03,0.075,11.0,1.0
5710416101134,0.0,67.0,0.0,0.0,0.0,3.8,0.0,0.0,4.2,0.0
5710416104135,1.0,63.0,0.0,0.0,0.0,3.4,0.008,0.02,3.7,0.0
5710416105200,1.0,67.0,0.0,0.0,0.0,3.8,0.0,0.0,4.2,0.0
5711070602043,0.0,1654.0,12.0,12.0,9.5,14.0,1.12,2.8,56.0,0.0
5711070607970,3.0,2360.0,39.0,5.7,18.0,5.2,0.316,0.79,33.0,0.0
5711070705072,0.0,2554.0,49.0,3.8,21.0,5.0,0.012,0.03,21.0,0.0
5711070705867,1.0,2255.0,31.0,0.0,5.6,56.0,0.06,0.15,58.0,
5711474007482,0.0,99.0,0.0,0.0,0.5,2.6,0.0,0.0,5.2,0.0
5711812000571,4.0,1777.0,4.9,0.0,0.0,91.1,0.0004,0.001,93.5,0.0
5711953003172,4.0,285.0,1.7,0.0,2.8,10.0,0.036,0.09,10.0,0.0
5711953024290,0.0,105.0,0.48,0.04,1.16,4.0,0.0154,0.0385,4.16,
5711953027796,0.0,318.0,0.2,0.2,9.4,7.8,0.032,0.08,8.0,
5711953145476,4.0,293.0,2.5,0.0,2.8,8.5,0.0,0.0,8.8,0.0
5711953145490,1.0,260.0,1.6,0.0,2.9,8.6,0.036,0.09,9.0,0.0
5711953161742,1.0,272.0,1.6,0.0,2.8,9.4,0.036,0.09,9.8,
5711953163005,1.0,301.0,2.4,8.7,2.0,8.7,0.068,0.17,9.0,
5711953165726,1.0,423.0,2.7,0.0,9.3,9.2,0.052,0.13,9.2,1.0
5713307000943,0.0,1648.0,18.0,6.9,22.0,25.0,0.16,0.4,34.0,0.0
5713507027436,0.0,326.0,0.5,0.0,8.4,9.7,0.032,0.08,11.0,1.0
5713507040695,0.0,238.0,0.2,0.0,10.0,3.0,0.036,0.09,3.5,1.0
5714484000726,2.0,1488.0,0.6,0.0,5.5,41.0,0.6,1.5,81.0,
5715667014202,9.0,1544.0,11.2,7.4,25.7,19.0,0.488,1.22,40.6,0.0
57200255,5.0,1749.0,23.0,1.5,6.3,15.0,0.44,1.1,44.0,
57262215,2.0,393.0,0.49,7.0,5.5,0.7,0.084,0.21,11.5,
57289021,0.0,2489.0,45.3,8.5,13.1,27.5,0.032,0.08,38.0,0.0
57402093,0.0,1255.0,0.2,31.0,1.0,46.0,0.04,0.1,56.0,
5740301072263,0.0,699.0,11.8,0.2,14.5,0.2,0.056,0.14,0.2,1.0
5740301144489,0.0,322.0,0.4,0.0,18.0,0.0,0.08,0.2,0.0,
5740301146650,0.0,736.0,6.7,0.0,29.0,0.0,1.4,3.5,0.0,0.0
5740301175667,6.0,331.0,3.5,0.0,11.0,0.5,1.6,4.0,0.7,0.0
5740700981043,9.0,10.0,0.0,0.0,0.0,0.0,0.024,0.06,0.0,1.0
5744001420065,1.0,1678.0,9.9,5.1,22.0,2.7,0.72,1.8,53.0,
5745000555932,3.0,1699.0,13.0,0.0,1.7,63.0,0.032,0.08,69.0,0.0
57540597,0.0,2176.0,31.0,0.0,10.0,39.0,0.0,0.0,46.0,
5760466738088,0.0,1330.0,30.0,0.0,9.0,1.5,1.22,3.05,1.5,0.0
5760466995870,3.0,146.0,0.9,0.0,2.8,3.7,0.036,0.09,4.0,
5760725206501,8.0,780.0,17.0,3.0,12.0,1.5,0.82296,2.0574,5.0,0.0
5765228127155,0.0,1590.0,10.0,10.6,9.3,13.1,0.088,0.22,57.8,0.0
5765228379950,0.0,2531.0,47.6,9.0,31.7,3.9,0.12,0.3,7.8,1.0
5774540074559,0.0,1925.0,20.0,0.0,3.0,51.0,0.076,0.19,66.0,
5774540680309,3.0,1423.0,0.5,0.0,4.4,40.0,0.328,0.82,78.0,0.0
5775345133182,10.0,1364.0,0.0,0.0,0.9,76.0,0.009,0.0225,76.0,0.0
5775345134141,5.0,157.0,0.0,0.0,0.0,9.0,0.032,0.08,9.0,0.0
5775345134172,4.0,157.0,0.0,0.0,0.0,9.0,0.028,0.07,9.0,0.0
5775345134219,5.0,222.0,0.0,0.0,0.1,12.5,0.0,0.0,12.5,0.0
5775345855220,5.0,358.0,0.0,0.0,0.0,22.2,0.002,0.005,22.4,0.0
5780482972631,3.0,794.0,5.5,1.8,6.0,2.6,0.2,0.5,27.8,1.0
57851631,0.0,2515.0,51.0,15.0,22.0,0.5,1.64,4.1,5.4,0.0
5785408408539,3.0,1753.0,21.0,1.5,5.5,23.0,0.284,0.71,54.0,0.0
57990101,0.0,1707.0,1.5,0.8,1.8,95.8,0.068,0.17,96.6,0.0
5808900314,9.0,565.0,4.1,0.0,5.2,15.0,0.196,0.49,24.0,0.0
5852965009551,0.0,2690.0,46.0,10.7,21.4,3.6,0.24,0.6,25.0,
58599617,0.0,2372.0,37.0,2.1,6.6,50.0,0.072,0.18,51.0,
5888320550574,0.0,1566.0,7.0,10.0,13.5,0.7,0.004,0.01,58.7,1.0
5890120887002,5.0,879.0,8.0,1.0,9.0,8.7,0.08,0.2,23.0,
58919682,1.0,900.0,18.0,0.0,14.0,0.0,0.592,1.48,0.0,0.0
5900020010261,5.0,1642.0,7.0,8.3,5.5,26.2,0.33528,0.8382,68.4,0.0
5900020012012,6.0,1555.0,7.8,9.1,5.7,23.7,0.324,0.81,64.5,0.0
5900020012579,4.0,1662.0,11.5,5.2,6.6,21.8,0.168,0.42,66.6,0.0
5900020012593,4.0,1711.0,14.0,6.0,7.3,24.9,0.176,0.44,56.6,0.0
5900020012616,5.0,1703.0,13.8,3.6,7.6,28.4,0.16,0.4,61.3,0.0
5900020013194,0.0,1569.0,1.9,8.9,8.4,24.9,0.168,0.42,76.6,
5900020015334,5.0,1683.0,10.7,4.8,6.2,23.3,0.14,0.35,65.4,0.0
5900020015389,1.0,1602.0,4.0,7.4,7.7,27.9,0.204,0.51,75.0,
5900020017420,3.0,1674.0,12.2,7.2,6.7,26.9,0.18,0.45,64.9,0.0
5900020017420,3.0,1674.0,12.2,7.2,6.7,26.9,0.18,0.45,64.9,0.0
5900020018564,0.0,1661.0,10.9,5.9,6.9,20.9,0.0,0.0,66.9,0.0
5900020020956,3.0,1659.0,6.1,6.5,8.7,17.5,0.324,0.81,72.4,
5900020021038,0.0,1661.0,5.9,7.4,9.0,15.4,0.208,0.52,72.3,0.0
5900020023018,9.0,1713.0,13.2,3.3,6.7,29.2,0.368,0.92,63.8,0.0
5900020023377,0.0,1628.0,9.2,5.5,6.2,24.9,0.252,0.63,64.0,0.0
5900020023759,0.0,1674.0,6.4,6.6,8.6,25.0,0.18,0.45,74.3,1.0
5900020024169,6.0,1622.0,9.6,6.0,6.2,27.9,0.168,0.42,67.8,0.0
5900020024206,5.0,1620.0,1.8,1.3,1.5,5.5,0.056,0.14,15.6,0.0
5900020024213,5.0,1590.0,7.7,4.1,6.7,25.0,0.252,0.63,66.0,0.0
5900020024343,6.0,1602.0,8.5,6.8,6.5,22.0,0.236,0.59,65.0,0.0
5900020025401,5.0,1590.0,7.7,5.5,6.7,24.4,0.252,0.63,66.3,0.0
5900020025692,0.0,1678.0,4.4,5.1,7.6,26.8,0.492,1.23,79.2,0.0
5900020026385,5.0,1761.0,10.1,5.2,5.7,24.8,0.432,1.08,73.4,0.0
5900020027184,5.0,1711.0,13.0,4.9,7.0,30.0,0.196,0.49,61.0,0.0
5900020027207,5.0,1707.0,13.7,4.6,7.6,28.1,0.16,0.4,57.8,0.0
5900020027221,7.0,1707.0,12.8,3.7,6.7,29.9,0.24,0.6,61.9,0.0
5900020027610,4.0,1662.0,11.5,5.2,6.6,21.8,0.168,0.42,66.6,0.0
5900020027757,5.0,1703.0,13.0,4.9,7.0,30.0,0.196,0.49,61.0,0.0
5900020027771,4.0,1703.0,13.8,3.6,7.6,28.4,0.16,0.4,61.3,0.0
5900020028341,3.0,1749.0,10.0,5.2,5.7,25.0,0.388,0.97,74.0,
5900020028778,4.0,1658.0,11.9,5.3,6.3,22.9,0.14,0.35,65.4,0.0
5900020028792,1.0,1598.0,1.4,4.2,7.4,9.3,0.576,1.44,83.0,0.0
5900020028815,2.0,1648.0,3.9,4.0,6.0,28.3,0.56,1.4,81.6,0.0
5900020028839,1.0,1590.0,1.4,4.2,7.4,9.1,0.764,1.91,82.5,0.0
5900020028877,5.0,1774.0,11.9,7.6,8.1,22.3,0.128,0.32,67.9,0.0
5900020028891,5.0,1782.0,12.5,8.5,8.0,21.0,0.08,0.2,66.2,0.0
5900020028914,5.0,1782.0,12.4,7.6,7.9,23.9,0.196,0.49,66.7,0.0
5900020030405,6.0,1672.0,12.2,6.6,7.3,22.5,0.18,0.45,62.8,0.0
5900020030733,4.0,1658.0,11.9,5.3,6.3,22.9,0.14,0.35,65.4,0.0
5900020031419,5.0,1711.0,13.0,4.9,7.0,30.0,0.196,0.49,61.0,0.0
5900020031464,6.0,1672.0,12.2,6.6,7.3,22.5,0.18,0.45,62.8,0.0
5900020032799,4.0,1686.0,12.0,3.7,7.7,25.0,0.22,0.55,61.0,0.0
5900020033475,5.0,1410.0,7.0,24.4,7.1,9.8,0.256,0.64,51.0,1.0
5900020033482,6.0,1412.0,7.0,24.4,7.1,9.8,0.256,0.64,51.0,1.0
5900020033789,5.0,1714.0,14.1,5.8,7.7,24.9,0.22,0.55,61.5,0.0
5900020036179,2.0,1889.0,18.8,6.0,6.7,23.8,0.144,0.36,60.6,0.0
5900020036193,1.0,1884.0,18.6,7.2,7.3,23.9,0.112,0.28,59.7,0.0
5900020036209,2.0,1866.0,18.1,8.0,7.1,23.7,0.084,0.21,59.4,0.0
5900020037213,4.0,1690.0,13.6,5.8,7.8,22.4,0.156,0.39,62.6,0.0
5900020037237,4.0,1686.0,13.2,6.0,7.2,22.3,0.176,0.44,63.3,0.0
5900125001836,0.0,1605.0,2.8,7.2,9.3,1.6,0.312,0.78,76.0,1.0
5900125009054,1.0,1720.0,7.1,2.9,7.5,2.9,0.412,1.03,77.0,
5900125009894,1.0,1720.0,8.3,3.4,7.4,2.8,0.44,1.1,75.0,1.0
5900125009900,1.0,1724.0,8.4,3.4,7.3,2.5,0.44,1.1,75.0,1.0
5900130029504,4.0,1607.0,24.0,1.3,5.3,30.0,0.068,0.17,35.0,0.0
5900130030630,6.0,1503.0,21.0,0.8,3.8,30.0,0.112,0.28,38.0,0.0
5900130030876,6.0,1498.0,23.0,3.3,3.8,26.0,0.064,0.16,32.0,0.0
5900130030982,4.0,1548.0,23.0,1.3,5.3,29.0,0.068,0.17,34.0,0.0
5900130031118,4.0,1431.0,19.0,0.5,4.8,31.0,0.104,0.26,37.0,0.0
5900130031194,6.0,1586.0,22.0,1.0,4.2,32.0,0.088,0.22,41.0,0.0
5900130031279,1.0,1523.0,22.0,1.0,4.7,31.0,0.104,0.26,37.0,0.0
5900130034980,3.0,1565.0,23.0,0.6,5.2,30.0,0.16,0.4,36.0,0.0
5900130036298,5.0,1531.0,21.0,1.8,5.1,29.0,0.16,0.4,39.0,0.0
5900130038674,5.0,1531.0,23.0,2.0,4.8,27.0,0.056,0.14,33.0,0.0
5900238963069,0.0,1452.0,1.4,18.9,4.7,51.7,0.28,0.7,69.4,
5900259028945,0.0,2046.0,23.0,1.9,6.5,4.6,0.64,1.6,63.0,0.0
5900259114563,0.0,1997.0,20.0,4.0,13.0,1.8,0.64,1.6,58.0,0.0
5900259131010,4.0,2042.0,23.0,1.9,6.2,4.4,0.64,1.6,63.0,0.0
5900300512515,0.0,1335.0,4.5,7.4,8.9,13.0,5.2,13.0,56.0,0.0
5900320003420,0.0,1824.0,13.0,3.6,11.0,4.6,1.0,2.5,67.0,0.0
5900394007898,0.0,2184.0,29.0,0.0,10.0,32.0,0.112,0.28,54.0,
5900396017321,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5900396021991,0.0,42.0,15.2,1.0,0.0,4.0,1.6,4.0,15.2,0.0
5900396022455,2.0,4.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,1.0
5900396023315,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5900437038650,0.0,385.0,0.7,1.6,3.1,9.2,0.044,0.11,18.0,
5900512220000,0.0,462.0,6.5,0.0,9.0,4.0,0.04,0.1,4.0,1.0
5900562069352,1.0,686.0,9.5,0.0,19.0,0.0,0.84,2.1,0.6,0.0
5900617002228,0.0,1766.0,12.0,6.0,7.9,31.0,0.12,0.3,67.0,0.0
5900617029133,0.0,1753.0,13.0,2.6,4.0,40.0,0.12,0.3,71.0,
5900643035016,1.0,1669.0,2.7,0.4,3.7,13.0,0.06,0.15,14.0,
5900643036068,1.0,264.0,0.9,0.7,3.0,10.6,0.044,0.11,10.8,0.0
5900643037133,4.0,381.0,2.8,0.0,3.8,12.3,0.06,0.15,12.6,1.0
5900649060043,1.0,1936.0,11.0,0.0,5.3,55.0,0.1,0.25,80.0,
5900749720892,4.0,1799.0,13.0,4.0,4.6,13.0,0.04,0.1,71.0,0.0
5900749880626,1.0,1594.0,1.4,2.7,8.3,5.9,0.5,1.25,82.5,0.0
5900783005979,1.0,105.0,0.2,0.0,1.1,3.0,0.008,0.02,4.1,1.0
5900783008062,1.0,1807.0,40.8,0.0,0.9,12.0,0.6,1.5,14.7,0.0
5900805091157,0.0,259.0,0.4,0.0,2.8,7.0,0.016,0.04,11.8,1.0
5900852025105,1.0,293.0,3.1,0.0,2.1,6.9,0.01,0.025,8.5,
5900852030116,2.0,2029.0,24.7,4.1,9.7,53.4,0.0504,0.126,54.0,
5900852045400,1.0,381.0,3.0,0.9,3.3,9.4,0.032,0.08,12.2,1.0
5900852045417,1.0,397.0,2.9,0.8,3.1,10.0,0.032,0.08,14.0,
5900852045424,1.0,397.0,3.1,1.1,3.4,9.6,0.032,0.08,13.0,
5900852045561,0.0,255.0,0.2,1.9,0.9,9.0,0.0,0.0,13.0,
5900852045578,1.0,343.0,2.4,0.9,2.5,8.8,0.04,0.1,12.2,
5900852920646,2.0,1960.0,20.6,3.8,9.3,44.9,0.159,0.3975,59.3,
5900852925160,0.0,326.0,2.8,0.9,4.5,1.6,0.08,0.2,8.2,
5900907002969,0.0,134.0,0.2,1.0,1.1,4.7,0.44,1.1,6.1,
5900910002079,0.0,1628.0,3.2,0.0,8.1,71.0,0.236,0.59,82.0,
5900919000496,1.0,29.0,0.5,0.0,0.5,0.0,0.76,1.9,0.0,0.0
5900951139550,11.0,2175.0,30.0,8.3,10.1,42.4,0.06096,0.1524,48.6,0.0
5900951247088,2.0,2293.0,33.0,0.0,6.2,53.2,0.096,0.24,56.0,
5900951273308,13.0,2000.0,18.0,2.6,3.9,69.0,0.128,0.32,74.0,0.0
5900977007345,1.0,1619.0,2.9,3.5,9.2,23.0,0.252,0.63,79.0,0.0
5901008512258,0.0,45.0,0.1,0.0,1.0,0.0,0.96,2.4,1.4,0.0
5901044026535,2.0,1741.0,40.0,0.0,1.1,8.0,0.0,0.0,12.0,0.0
5901067460019,0.0,180.0,0.0,0.0,0.1,10.3,0.0,0.0,10.3,
5901104004800,0.0,449.0,5.3,0.5,0.6,8.4,0.012,0.03,14.2,0.0
5901104005029,0.0,389.0,7.1,0.5,0.7,0.9,0.012,0.03,6.4,0.0
5901177153023,2.0,2347.0,36.5,1.9,7.5,30.0,0.108,0.27,49.5,0.0
5901315084127,3.0,983.0,0.0,0.0,0.0,0.0,0.028,0.07,97.0,
5901330023194,0.0,1502.0,0.0,0.0,0.0,0.0,0.064,0.16,0.0,
5901330025143,0.0,1473.0,0.5,0.0,86.0,1.0,0.33,0.825,1.0,1.0
5901330038662,3.0,1552.0,3.0,0.0,85.0,0.1,1.4,3.5,1.0,
5901330052828,0.0,1573.0,1.8,0.0,15.0,32.0,0.17,0.425,75.0,
5901330056536,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.2,0.0,1.0
5901363003132,9.0,1545.0,9.4,1.0,3.4,46.0,0.096,0.24,67.0,0.0
5901363003149,9.0,1523.0,9.4,1.0,3.4,46.0,0.08,0.2,67.0,0.0
5901363003149,9.0,1523.0,9.4,1.0,3.4,46.0,0.08,0.2,67.0,0.0
5901363003965,9.0,1519.0,6.8,1.0,4.0,48.0,0.08,0.2,71.0,0.0
5901384506605,7.0,1017.0,13.0,0.0,4.7,2.2,0.64,1.6,26.0,
5901384506674,0.0,410.0,4.3,0.0,2.4,1.3,0.42,1.05,12.0,
5901384599966,2.0,868.0,3.2,0.0,14.1,9.8,18.0,45.0,30.0,0.0
5901414200411,4.0,2105.0,24.0,0.0,6.3,28.0,0.344,0.86,64.0,0.0
5901414204693,0.0,1833.0,12.0,2.8,8.4,21.0,0.6,1.5,72.0,
5901549275056,0.0,33.0,0.1,1.8,0.3,0.2,0.0,0.0,1.1,1.0
5901549275209,0.0,1481.0,11.6,29.0,31.3,15.0,0.16,0.4,16.7,
5901583331138,0.0,2151.0,27.0,2.9,6.0,30.0,0.1,0.25,60.1,
5901588016368,7.0,2021.0,26.0,1.5,3.5,56.0,0.048,0.12,58.0,0.0
5901588017006,0.0,2100.0,32.0,13.0,8.4,35.0,0.008,0.02,39.0,
5901588017600,6.0,2113.0,29.0,1.3,5.0,55.0,0.0,0.0,56.0,0.0
5901588017792,4.0,2176.0,30.0,2.4,5.8,54.0,0.068,0.17,56.0,0.0
5901588017877,7.0,2071.0,29.0,4.5,5.2,50.0,0.08,0.2,51.0,0.0
5901588017945,0.0,1983.0,25.0,3.8,4.7,52.0,0.048,0.12,55.0,0.0
5901588018102,2.0,2301.0,33.0,0.0,6.5,58.0,0.18,0.45,58.0,0.0
5901588057538,4.0,2088.0,27.0,1.2,4.9,58.0,0.12,0.3,59.0,0.0
5901588066103,0.0,2251.0,30.0,4.1,7.3,41.0,0.06,0.15,57.0,
5901588067087,0.0,2155.0,30.0,7.4,13.0,29.0,0.06,0.15,45.0,
5901588087511,2.0,2100.0,35.0,13.0,8.4,35.0,0.008,0.02,39.0,0.0
5901588400327,4.0,1891.0,23.0,0.6,3.6,50.0,0.08,0.2,58.0,
5901713005007,0.0,502.0,1.4,3.1,3.0,4.1,0.14,0.35,22.0,1.0
5901713005021,0.0,316.0,0.8,5.6,5.5,1.6,0.276,0.69,8.7,1.0
5901715000369,0.0,1686.0,10.0,0.0,3.3,64.0,0.052,0.13,75.0,
5901752323902,0.0,808.0,13.0,0.0,13.0,0.0,0.128,0.32,0.0,0.0
5901869009867,5.0,1125.0,23.14,1.14,12.57,2.0,0.68,1.7,2.0,0.0
5901882018129,0.0,808.0,0.0,0.0,1.3,46.0,1.0,2.5,46.7,
5901968020831,0.0,1502.0,1.71,2.0,7.89,0.95,0.12,0.3,75.03,1.0
5901986030546,6.0,1799.0,9.2,3.5,6.8,18.0,0.192,0.48,80.0,0.0
5901986038245,2.0,188.0,9.0,3.5,1.0,2.0,3.652,9.13,5.0,
5901986038252,0.0,1782.0,9.2,3.5,6.8,18.0,0.2,0.5,80.0,
5902009002786,0.0,33.0,0.0,0.0,0.8,0.0,0.67,1.675,0.7,0.0
5902020305880,1.0,2364.0,37.1,2.2,8.8,46.4,0.1,0.25,47.4,
5902052816071,1.0,1602.0,7.7,4.8,31.1,10.0,1.2,3.0,45.0,
5902082450054,1.0,1071.0,10.0,4.1,36.0,0.5,0.52,1.3,4.1,0.0
5902114011901,0.0,2556.0,48.7,7.4,30.8,4.6,0.015999999,0.04,8.6,1.0
5902150286387,0.0,1440.0,3.7,11.8,13.1,28.0,0.16,0.4,61.0,1.0
5902180290330,0.0,1575.0,4.032258,5.376344,10.752688,0.0,0.4032258,1.0080645,75.268814,
5902180310335,0.0,1594.0,4.2,6.7,8.9,0.8,0.048,0.12,73.6,
5902180480335,0.0,1920.0,20.0,5.3,6.5,22.8,0.008,0.02,64.3,0.0
5902180720509,1.0,1556.0,2.1,5.5,10.4,1.1,0.392,0.98,75.2,1.0
5902379743838,4.0,1791.0,19.0,4.0,5.0,33.0,0.08,0.2,57.0,0.0
5902379791839,2.0,2109.0,26.5,3.0,6.0,27.8,0.2,0.5,60.4,0.0
5902578007199,0.0,1547.0,5.9,11.0,24.0,1.6,0.008,0.02,49.0,1.0
5902581684172,2.0,2188.0,28.9,0.0,3.6,57.0,0.092,0.23,64.0,0.0
5902627493959,0.0,582.0,6.6,0.0,20.0,0.5,1.12,2.8,0.5,0.0
5902650272002,3.0,1393.0,1.8,5.3,1.2,68.9,0.02,0.05,72.8,
5902659132703,0.0,172.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5902768107616,0.0,2156.0,31.04,12.9,9.5,14.1,0.02,0.05,43.7,
5902768499032,1.0,133.0,0.05,0.06,0.05,7.0,0.0004,0.001,7.0,0.0
5902768499070,1.0,173.0,0.004,0.01,0.01,9.4,0.0004,0.001,9.4,0.0
5902808783190,7.0,1218.0,5.8,0.0,8.4,4.0,0.6,1.5,49.0,0.0
5902860411994,3.0,117.0,0.0,0.0,0.0,6.8,0.0,0.0,6.9,0.0
5902884461890,1.0,1660.0,8.3,7.3,12.3,11.3,0.096,0.24,64.0,1.0
5902884462064,1.0,1660.0,8.3,7.3,12.3,11.3,0.096,0.24,64.0,1.0
5902884463139,0.0,1653.0,8.4,10.3,11.3,15.4,0.052,0.13,62.9,1.0
5902884463146,1.0,1749.0,10.1,11.0,12.0,13.8,0.008,0.02,63.7,0.0
5902884463153,1.0,1715.0,8.4,10.2,12.5,10.1,0.0,0.0,65.2,1.0
