code,additives_n,energy_100g,fat_100g,fiber_100g,proteins_100g,sugars_100g,sodium_100g,salt_100g,carbohydrates_100g,healthy
3038680050609,0.0,770.0,10.0,0.0,21.0,0.0,1.2,3.0,6.0,0.0
3038680053044,0.0,849.0,15.0,0.0,18.0,0.9,1.2,3.0,0.9,0.0
3038680055765,0.0,749.0,11.0,0.0,19.0,0.0,1.2,3.0,0.0,0.0
3038680058940,0.0,724.0,9.7,0.0,21.0,0.0,1.28,3.2,0.0,0.0
3038680063227,0.0,741.0,12.0,0.0,17.0,0.0,2.0,5.0,0.0,0.0
3038680063371,2.0,950.0,16.0,0.0,20.0,0.0,1.32,3.3,0.8,0.0
3038680063548,0.0,741.0,12.0,0.0,17.0,0.0,1.6,4.0,0.0,0.0
3038680069939,0.0,322.0,0.0,0.0,19.0,0.0,1.4,3.5,0.0,0.0
3038680075527,0.0,1138.0,20.0,0.0,21.0,0.0,1.08,2.7,2.0,0.0
3038680075756,0.0,1117.0,20.0,0.0,21.0,0.0,1.08,2.7,2.0,0.0
3038680082204,6.0,423.0,6.8,0.0,8.0,0.8,1.2,3.0,1.6,0.0
3038680302203,0.0,891.0,14.0,0.0,20.0,0.0,1.2,3.0,1.3,0.0
3038680700214,4.0,732.0,12.0,0.0,15.0,0.0,0.52,1.3,0.9,0.0
3038680704823,0.0,695.0,9.8,0.0,19.0,0.4,1.2,3.0,0.5,0.0
3038680707718,2.0,736.0,12.0,0.0,18.0,0.0,0.52,1.3,0.0,0.0
3038680707817,1.0,552.0,7.0,0.0,16.0,0.5,0.56,1.4,1.8,
3038680709811,0.0,741.0,12.0,0.0,17.0,0.4,0.0,0.0,0.4,1.0
3038680710916,0.0,460.0,2.3,0.0,23.0,0.0,1.2,3.0,0.0,
3038680807012,0.0,749.0,11.0,0.0,19.0,0.0,1.2,3.0,0.0,0.0
3038680811514,0.0,749.0,10.0,0.0,22.0,0.0,1.16,2.9,0.0,0.0
3038684906810,4.0,675.0,7.8,0.0,5.7,0.4,0.28,0.7,17.0,0.0
3038687000126,0.0,329.0,0.0,0.0,18.0,0.0,0.076,0.19,0.0,1.0
3038687064012,0.0,329.0,0.0,0.0,18.0,0.0,0.08,0.2,0.0,1.0
3038687100413,0.0,385.0,0.0,0.0,23.0,0.0,1.4,3.5,0.0,0.0
3038687515019,0.0,907.0,16.0,0.0,18.0,0.0,0.12,0.3,0.0,1.0
3038687515040,0.0,908.0,16.0,0.0,18.0,0.0,0.12,0.3,0.0,1.0
3038687517013,0.0,674.0,8.9,0.0,20.0,0.0,0.08,0.2,0.0,1.0
3039050049537,2.0,623.0,10.0,0.0,14.0,0.1,0.28,0.7,0.8,0.0
3039050148834,0.0,844.0,14.0,0.0,18.7,0.0,0.06,0.15,0.0,1.0
3039050168122,2.0,824.0,8.6,1.0,3.1,16.5,0.096,0.24,26.4,0.0
3039050241719,3.0,1188.0,24.0,0.0,14.0,0.9,0.4,1.0,2.9,
3039050330291,4.0,452.0,3.1,0.0,20.0,0.5,0.26,0.65,0.5,
3039050333438,0.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3039050335883,3.0,828.0,15.0,0.0,15.0,0.0,0.264,0.66,0.8,
3039050337474,3.0,858.0,15.0,2.8,14.0,0.8,0.36,0.9,2.3,0.0
3039050337566,3.0,833.0,15.0,0.0,13.0,0.4,0.272,0.68,1.9,0.0
3039050338884,0.0,866.0,15.0,0.0,16.0,0.5,3.5,8.75,7.8,
3039050348098,3.0,540.0,5.0,0.0,16.0,0.9,0.328,0.82,5.0,1.0
3039050354112,0.0,519.0,5.0,0.1,16.0,0.5,0.348,0.87,2.2,1.0
3039050354259,0.0,833.0,14.0,0.0,13.0,1.8,0.44,1.1,4.0,0.0
3039050367211,0.0,866.0,15.0,0.0,18.0,0.0,0.088,0.22,0.0,0.0
3039050582232,0.0,527.0,3.6,0.0,21.0,0.0,0.088,0.22,2.5,1.0
3039050630971,5.0,1402.0,28.0,0.0,18.0,0.8,0.908,2.27,2.7,0.0
3039050631046,5.0,1276.0,26.0,0.0,17.0,1.0,0.88,2.2,1.9,0.0
3039050640932,0.0,1548.0,34.0,0.2,15.0,0.8,0.72,1.8,1.0,0.0
3039050643070,5.0,1201.0,25.0,0.0,12.0,2.0,0.72,1.8,2.9,0.0
3039050643186,5.0,1088.0,22.0,0.0,14.0,1.0,0.6,1.5,1.6,0.0
3039050645326,6.0,1079.0,22.0,0.0,14.0,1.0,0.59,1.475,1.6,0.0
3039050649102,0.0,1000.0,19.0,0.0,16.0,0.2,0.72,1.8,1.0,0.0
3039050649140,3.0,1201.0,25.0,0.0,12.0,2.0,0.76,1.9,2.9,0.0
3039050649362,4.0,1276.0,29.0,0.0,10.0,1.7,0.72,1.8,3.1,0.0
3039050680624,7.0,1205.0,25.0,0.5,13.0,0.6,0.64,1.6,2.7,0.0
3039820110276,0.0,1289.0,1.1,23.0,26.0,2.0,0.008,0.02,37.0,1.0
3039820149252,0.0,1485.0,0.8,1.5,7.3,0.0,0.008,0.02,79.0,1.0
3039820171253,0.0,1377.0,2.1,13.0,23.0,5.3,0.016,0.04,48.0,1.0
3039820180200,1.0,1406.0,1.9,5.3,14.0,3.3,0.6,1.5,63.0,
3039820180217,1.0,1565.0,8.9,7.8,15.0,2.9,0.600456,1.50114,54.0,0.0
3039820181047,0.0,1469.0,3.9,12.0,13.0,4.3,0.012,0.03,60.0,1.0
3039820181139,0.0,1547.0,7.5,12.0,22.0,4.8,0.012,0.03,47.0,1.0
3039820181276,0.0,1469.0,0.5,12.0,13.0,4.3,0.012,0.03,60.0,1.0
3039820181511,0.0,1316.0,2.3,20.0,19.0,3.9,0.024,0.06,44.0,1.0
3039820181610,0.0,1340.0,1.6,22.0,26.0,1.4,0.028,0.07,39.0,1.0
3039820207167,0.0,1485.0,0.8,1.5,7.3,0.0,0.008,0.02,79.0,1.0
3039820231230,0.0,1509.0,0.8,1.5,7.3,0.3,0.008,0.02,79.0,1.0
3039820241390,0.0,1480.0,0.5,1.5,7.0,0.0,0.003048,0.00762,78.0,1.0
3039820302343,0.0,1464.0,0.6,1.4,7.4,0.3,0.004,0.01,78.0,
3039820307164,0.0,1464.0,0.6,1.4,7.4,0.3,0.0,0.0,78.0,1.0
3039820311222,0.0,1485.0,0.6,1.4,7.4,0.3,0.0,0.0,78.0,1.0
3039820407253,0.0,1485.0,0.6,1.4,7.4,0.3,0.004,0.01,78.0,1.0
3039820412226,0.0,1485.0,0.6,1.4,7.4,0.3,0.004,0.01,78.0,1.0
3039820414220,0.0,1485.0,0.6,1.4,7.4,0.3,0.0,0.0,78.0,1.0
3039820414336,0.0,1485.0,0.6,1.4,7.4,0.3,0.0,0.0,78.0,1.0
3039820417221,0.0,1464.0,0.6,1.4,7.4,0.0,0.004,0.01,78.0,1.0
3039820417269,0.0,1485.0,0.6,1.4,7.4,0.3,0.01016,0.0254,78.0,1.0
3039820422225,0.0,1485.0,0.6,1.5,7.3,0.3,0.008,0.02,78.2,1.0
3039820422478,0.0,1464.0,0.6,1.4,7.4,0.3,0.0,0.0,78.0,1.0
3039820437182,0.0,1464.0,0.6,1.4,7.4,0.3,0.004,0.01,78.0,1.0
3039820447228,0.0,1485.0,0.6,1.4,7.4,0.0,0.0,0.0,78.0,1.0
3039820474224,0.0,1464.0,0.6,1.4,7.4,0.0,0.0,0.0,78.0,1.0
3039820502309,0.0,1377.0,2.1,13.2,22.6,5.3,0.016,0.04,47.6,1.0
3039820502354,0.0,1377.0,2.1,13.0,23.0,5.5,0.016,0.04,48.0,1.0
3039820508318,0.0,1289.0,1.1,23.0,26.0,2.0,0.008,0.02,37.0,1.0
3039820510236,0.0,1385.0,1.8,16.0,25.0,1.1,0.0,0.0,45.0,1.0
3039820510311,0.0,1406.0,1.8,10.0,27.0,2.1,0.0,0.0,48.0,1.0
3039820511318,0.0,1394.0,1.5,10.0,28.0,2.7,0.008,0.02,46.0,1.0
3039820514289,0.0,1226.0,1.26,25.0,21.0,3.7,0.012,0.03,37.0,1.0
3039820523212,0.0,1318.0,0.9,15.2,23.4,2.1,0.016,0.04,45.0,1.0
3039820525216,0.0,1466.0,1.7,7.5,28.0,0.9,0.024,0.06,51.0,1.0
3039820527210,0.0,1386.0,1.1,13.0,21.0,2.1,0.008,0.02,52.0,1.0
3039820529160,0.0,1425.0,6.0,17.4,19.3,2.7,0.024,0.06,43.3,1.0
3039820530166,0.0,1443.0,1.8,6.6,23.0,3.4,0.016,0.04,56.0,1.0
3039820530234,0.0,1462.0,1.8,6.6,23.0,3.4,0.016,0.04,56.0,1.0
3039820531224,0.0,1272.0,1.7,20.7,21.6,1.6,0.032,0.08,39.8,1.0
3039820540318,0.0,1289.0,1.1,23.0,26.0,2.0,0.008,0.02,37.0,1.0
3039820541223,0.0,1342.0,1.4,15.5,21.6,2.1,0.004,0.01,47.0,1.0
3039820542213,0.0,1377.0,2.1,13.2,22.6,5.3,0.016,0.04,47.6,1.0
3039820544217,0.0,1350.0,1.6,19.0,23.0,2.0,0.02,0.05,44.0,1.0
3039820545252,0.0,1410.0,1.9,12.0,26.0,1.4,0.0,0.0,48.0,1.0
3039820550317,0.0,1368.0,1.4,8.9,23.7,1.0,0.0,0.0,46.3,1.0
3039820557255,0.0,1180.0,1.7,24.3,18.6,4.6,0.012,0.03,35.7,1.0
3039820557262,0.0,1184.0,1.7,24.0,19.0,4.6,0.02,0.05,36.0,1.0
3039820560255,0.0,1372.0,1.8,16.0,25.0,1.1,0.0,0.0,45.0,1.0
3039820565229,0.0,1311.0,1.4,15.0,18.0,1.3,0.02,0.05,49.0,1.0
3039820566202,0.0,1424.0,1.9,12.0,26.0,1.4,0.0,0.0,48.0,1.0
3039820571213,0.0,1434.0,1.2,5.8,22.0,0.6,0.028,0.07,57.0,1.0
3039820572241,0.0,1432.0,1.8,7.1,26.0,0.8,0.008,0.02,51.0,1.0
3039820580000,0.0,1375.0,2.0,16.0,23.0,3.3,0.88,2.2,46.0,1.0
3039820580024,0.0,1404.0,2.0,14.5,22.9,4.4,0.652,1.63,48.5,1.0
3039820581212,0.0,1327.0,1.1,15.2,22.5,2.1,0.012,0.03,46.0,1.0
3039820582257,0.0,1322.0,1.1,15.0,23.0,2.1,0.012,0.03,46.0,1.0
3039820588228,0.0,1456.0,4.6,9.1,24.0,2.8,0.0,0.0,48.0,1.0
3039820590269,0.0,1506.0,1.3,3.7,19.0,4.4,0.008,0.02,65.0,1.0
3039820621284,0.0,1481.0,4.0,6.9,15.1,15.0,0.0,0.0,61.0,1.0
3039820630217,0.0,1523.0,6.9,8.7,13.4,4.1,0.004,0.01,57.8,
3039820630231,0.0,1477.0,6.1,7.0,14.0,4.9,0.004,0.01,57.0,1.0
3039820669217,0.0,1452.0,3.1,9.4,12.0,1.8,0.008,0.02,63.0,1.0
3039821400048,0.0,1464.0,0.6,1.4,7.4,0.3,0.0,0.0,78.0,1.0
3039822424234,0.0,1464.0,0.6,1.4,7.4,0.3,0.004,0.01,78.0,1.0
3039822474192,0.0,1464.0,0.6,1.4,7.4,0.3,0.004,0.01,78.0,1.0
3039822720015,0.0,397.0,1.0,5.2,6.4,1.0,0.28,0.7,13.4,1.0
3039822720022,0.0,411.0,1.9,4.1,7.1,0.9,0.3592,0.898,11.0,1.0
3039822720992,0.0,770.0,5.0,4.9,5.4,2.7,0.276,0.69,27.0,
3039822721005,1.0,703.0,3.6,5.3,5.3,1.6,0.32,0.8,26.0,1.0
3039822721029,0.0,636.0,4.9,6.3,5.7,0.7,0.32,0.8,18.0,1.0
3039822721326,0.0,533.0,4.0,7.1,7.4,2.2,0.292,0.73,12.0,1.0
3039822730007,0.0,527.0,3.8,11.0,8.2,0.0,0.096,0.24,9.2,1.0
3039822760226,1.0,431.0,1.8,4.8,4.2,5.3,0.272,0.68,15.0,1.0
3039823710008,0.0,1610.0,6.6,5.0,12.0,5.9,0.72,1.8,66.0,0.0
3039823800013,3.0,375.0,1.6,2.1,4.6,2.1,0.252,0.63,13.0,
3039823800020,0.0,339.0,1.1,1.6,4.0,2.0,0.22,0.55,13.0,
3039824000313,0.0,1339.0,1.2,11.2,24.0,1.0,0.04,0.1,50.4,1.0
3039825000053,1.0,375.0,2.1,2.9,7.6,1.5,0.2468,0.617,8.5,1.0
3039825000312,0.0,1130.0,1.2,18.1,21.0,3.0,0.0,0.0,37.0,1.0
3039825100319,0.0,1318.0,0.9,17.4,23.4,2.1,0.016,0.04,45.0,1.0
3039825200316,0.0,1008.0,1.2,18.1,21.1,2.4,0.02,0.05,41.4,1.0
3039825300313,0.0,1177.0,1.7,24.3,18.6,4.6,0.012,0.03,35.7,1.0
3039825400310,0.0,1314.0,1.1,15.7,22.5,2.1,0.012,0.03,46.0,1.0
3040123402982,5.0,1138.0,14.0,0.0,2.7,21.0,0.184,0.46,33.0,0.0
3040280001059,0.0,1778.0,16.7,0.0,4.1,30.1,0.048,0.12,64.2,
3040280008072,1.0,1540.0,6.8,0.0,3.9,46.1,0.048,0.12,72.1,0.0
3040400210224,6.0,1632.0,24.3,2.7,5.8,26.8,0.17,0.425,46.2,
3040400330267,4.0,3745.0,99.5,0.0,0.0,0.0,0.24752,0.6188,0.0,0.0
3040409332224,11.0,1962.0,28.5,0.0,4.4,19.9,0.22,0.55,47.9,0.0
3041090000072,5.0,365.0,2.8,0.3,2.1,5.2,0.036,0.09,13.4,
3041090000089,4.0,343.0,2.6,0.24,1.9,5.0,0.036,0.09,12.6,1.0
3041090000096,4.0,311.0,2.2,0.5,2.0,4.8,0.04,0.1,11.3,
3041090000256,4.0,372.0,2.8,0.2,1.9,4.8,0.04,0.1,14.0,0.0
3041090000263,3.0,372.0,2.8,0.2,2.4,5.0,0.036,0.09,13.5,
3041090000409,1.0,1661.0,1.5,3.2,11.1,20.6,0.0,0.0,81.9,
3041090000423,1.0,1615.0,2.4,3.7,10.7,25.1,0.016,0.04,78.6,
3041090001321,2.0,256.0,2.5,0.0,1.7,8.0,0.028448,0.07112,8.0,
3041090001864,4.0,2079.0,22.3,1.3,10.2,47.1,0.1524,0.381,62.9,
3041090002304,2.0,255.0,2.5,0.0,1.7,8.0,0.025,0.0625,8.0,
3041090003103,1.0,138.0,0.8,0.8,0.7,1.5,0.076,0.19,5.4,
3041090003547,1.0,134.0,0.02,0.1,0.3,7.4,0.0,0.0,7.5,
3041090004506,1.0,1665.0,3.5,4.9,9.2,33.4,0.024,0.06,80.0,
3041090004551,1.0,1644.0,1.4,3.4,10.3,24.1,0.04,0.1,83.1,
3041090004827,0.0,194.0,0.9,2.6,2.1,2.1,0.058928,0.14732,6.2,
3041090005343,1.0,360.0,2.5,0.3,2.7,7.2,0.03,0.075,14.1,
3041090005398,0.0,224.0,0.3,1.9,0.3,9.6,0.01016,0.0254,11.3,
3041090005435,0.0,135.0,0.1,1.7,1.1,1.0,0.0056896,0.014224,5.9,
3041090005541,0.0,229.0,0.3,2.1,0.2,10.1,0.01016,0.0254,12.6,
3041090005565,0.0,247.0,0.2,1.7,0.5,10.8,0.0012,0.003,13.1,
3041090005695,0.0,220.0,0.2,1.97,0.3,11.0,0.01016,0.0254,12.2,
3041090005954,0.0,187.0,0.3,3.3,0.3,8.5,0.002,0.005,8.5,
3041090007125,0.0,226.0,0.3,1.9,0.4,11.2,0.01016,0.0254,11.4,
3041090007323,1.0,1648.0,2.2,3.0,4.9,12.1,0.032,0.08,87.3,
3041090008221,1.0,263.0,2.1,1.3,2.5,1.0,0.138176,0.34544,7.8,
3041090008252,1.0,256.0,1.8,0.89,2.2,0.8,0.145,0.3625,8.5,
3041090008269,1.0,336.0,2.5,1.4,3.8,2.1,0.114808,0.28702,9.8,
3041090009334,2.0,257.0,2.5,0.0,1.7,8.0,0.0254,0.0635,8.0,
3041090010019,0.0,219.0,0.2,1.8,0.3,8.8,0.0032,0.008,11.3,
3041090010118,1.0,378.0,0.2,1.5,1.0,18.6,0.0012,0.003,20.1,
3041090010415,0.0,264.0,2.3,1.9,2.8,1.7,0.0296,0.074,6.8,
3041090010811,1.0,180.0,0.04,0.4,0.2,9.0,0.0012,0.003,9.6,0.0
3041090010866,1.0,1931.0,14.4,1.2,5.7,26.7,0.036,0.09,76.0,
3041090012143,0.0,133.0,0.1,2.1,1.1,0.8,0.02,0.05,5.5,
3041090012167,0.0,169.0,0.1,1.6,1.0,2.1,0.002032,0.00508,7.9,
3041090012402,0.0,211.0,0.1,1.9,0.4,8.5,0.0032,0.008,10.8,
3041090012426,0.0,251.0,0.2,1.7,0.5,10.8,0.0028,0.007,13.1,
3041090012440,0.0,208.0,0.2,2.3,0.3,8.7,0.0028,0.007,10.4,
3041090012457,0.0,243.0,0.19,1.9,0.37,9.9,0.0024,0.006,13.0,
3041090012464,0.0,201.0,0.2,1.8,0.4,7.9,0.0028,0.007,10.0,
3041090012471,0.0,230.0,0.2,2.0,0.4,9.7,0.0028,0.007,12.0,
3041090012495,0.0,196.0,0.1,3.4,0.4,8.5,0.0028,0.007,10.1,
3041090012600,0.0,208.0,0.2,2.3,0.3,8.7,0.0028,0.007,10.4,
3041090012617,0.0,219.0,0.2,1.8,0.3,8.8,0.0032,0.008,11.3,
3041090012709,4.0,405.0,3.1,0.33,2.5,6.1,0.044,0.11,14.5,
3041090012716,4.0,397.0,3.1,0.28,2.1,5.6,0.036,0.09,14.4,
3041090012730,4.0,394.0,3.0,0.21,2.4,5.8,0.044,0.11,14.2,
3041090012747,4.0,384.0,3.0,0.39,2.2,5.7,0.04,0.1,13.7,
3041090013539,5.0,381.0,2.9,0.43,2.4,6.3,0.04,0.1,13.5,
3041090013614,1.0,258.0,2.1,0.9,1.7,2.3,0.073152,0.18288,8.7,
3041090013638,1.0,255.0,2.1,0.9,1.6,3.1,0.056,0.14,8.2,
3041090013645,0.0,257.0,2.0,0.7,1.9,2.5,0.06,0.15,8.6,
3041090013805,1.0,337.0,2.7,1.0,2.1,3.3,0.09,0.225,10.7,
3041090013812,3.0,300.0,2.3,0.5,2.0,4.8,0.04,0.1,10.6,0.0
3041090013829,4.0,367.0,2.8,0.2,2.0,5.3,0.036,0.09,13.5,
3041090013836,4.0,314.0,2.2,0.3,2.0,4.9,0.04,0.1,11.6,1.0
3041090013911,4.0,381.0,2.9,0.43,2.4,6.3,0.04,0.1,13.5,
3041090013928,4.0,393.0,2.9,0.17,2.4,6.2,0.044,0.11,14.2,
3041090016806,1.0,406.0,3.5,0.4,3.2,9.3,0.08128,0.2032,13.0,
3041090017094,0.0,209.0,0.2,2.1,0.4,8.5,0.0036,0.009,10.4,
3041090017124,2.0,258.0,0.7,1.6,0.6,8.2,0.004,0.01,12.3,
3041090017155,3.0,253.0,0.7,1.5,0.8,8.2,0.008,0.02,11.9,
3041090017735,0.0,233.0,0.2,1.6,0.5,10.6,0.0023368,0.005842,12.0,
3041090018077,1.0,306.0,2.3,1.3,2.5,2.3,0.143256,0.35814,9.7,
3041090018220,1.0,332.0,2.3,1.71,2.4,3.97,0.117856,0.29464,11.3,
3041090018244,1.0,305.0,2.2,0.5,2.5,2.0,0.14,0.35,10.4,
3041090018268,1.0,289.0,2.1,0.88,2.3,2.29,0.16,0.4,9.5,
3041090018329,1.0,297.0,2.0,1.7,3.1,1.6,0.152,0.38,9.3,
3041090018336,1.0,262.0,1.8,1.67,2.3,1.47,0.151384,0.37846,8.3,
3041090018343,1.0,260.0,2.0,1.57,2.3,1.8,0.151384,0.37846,7.9,
3041090018350,1.0,273.0,2.3,1.6,2.6,1.2,0.112,0.28,7.8,
3041090018367,1.0,274.0,1.9,1.2,2.8,1.4,0.14732,0.3683,8.6,
3041090018374,2.0,280.0,1.8,0.8,2.7,1.1,0.148,0.37,9.7,
3041090018398,1.0,293.0,2.2,1.6,2.4,3.0,0.144,0.36,9.4,
3041090018404,2.0,305.0,2.3,0.57,3.0,1.7,0.16,0.4,9.9,
3041090018411,2.0,313.0,2.0,1.26,2.7,2.26,0.138176,0.34544,10.7,
3041090018428,2.0,271.0,1.9,1.59,2.5,1.44,0.1524,0.381,8.5,
3041090018473,1.0,293.0,2.2,1.5,2.5,2.0,0.096,0.24,9.4,
3041090018480,1.0,297.0,2.2,1.5,2.4,2.5,0.144,0.36,9.7,
3041090018497,1.0,285.0,1.8,1.2,2.7,1.6,0.152,0.38,9.4,
3041090019012,0.0,1611.0,1.2,1.8,7.8,0.0,0.012,0.03,84.9,
3041090019029,1.0,1676.0,1.7,0.9,2.5,11.4,0.011176,0.02794,92.4,
3041090019111,1.0,1665.0,2.8,3.1,11.4,20.0,0.04,0.1,80.3,
3041090019128,1.0,1636.0,1.2,2.8,9.7,28.3,0.008,0.02,83.7,
3041090020315,1.0,297.0,2.4,1.4,3.0,1.3,0.14,0.35,8.7,
3041090020339,1.0,347.0,2.4,1.18,4.0,2.43,0.152,0.38,10.7,
3041090021077,1.0,1792.0,13.9,3.0,10.5,22.0,0.065024,0.16256,65.4,
3041090021138,5.0,1833.0,10.0,3.0,8.5,23.0,0.1,0.25,75.0,
3041090026331,0.0,194.0,0.9,2.6,2.1,2.1,0.06,0.15,6.2,
3041090026638,0.0,272.0,2.0,1.9,2.9,1.9,0.052,0.13,7.6,
3041090026812,1.0,305.0,2.3,1.1,2.4,4.8,0.04,0.1,10.0,
3041090026829,1.0,364.0,2.5,0.3,2.7,6.9,0.04,0.1,14.1,
3041090027932,0.0,1637.0,2.5,3.0,8.5,25.1,0.02,0.05,81.0,
3041090030024,0.0,242.0,1.8,1.1,1.9,1.1,0.07,0.175,6.9,
3041090030062,0.0,245.0,1.8,2.5,2.8,1.4,0.036,0.09,6.5,
3041090030079,0.0,293.0,2.6,0.8,2.9,0.9,0.076,0.19,9.0,
3041090030093,0.0,280.0,1.9,2.3,3.4,1.2,0.028,0.07,8.0,
3041090030109,0.0,279.0,2.3,1.6,2.4,1.8,0.072,0.18,8.2,
3041090030116,0.0,266.0,2.3,1.7,2.3,1.0,0.076,0.19,7.4,
3041090030123,0.0,267.0,2.0,1.8,2.4,1.7,0.072,0.18,8.1,
3041090030161,1.0,351.0,3.3,0.9,2.6,3.5,0.068,0.17,10.4,
3041090030185,1.0,314.0,2.1,0.8,3.0,3.5,0.076,0.19,10.7,
3041090030192,0.0,285.0,1.9,1.8,2.1,3.6,0.04,0.1,9.6,
3041090030215,1.0,314.0,2.1,0.96,2.9,2.8,0.1,0.25,10.5,
3041090030529,0.0,224.0,1.7,2.2,1.3,1.3,0.072,0.18,7.2,
3041090030550,1.0,222.0,0.9,1.7,1.4,1.1,0.072,0.18,9.1,
3041090030604,0.0,251.0,1.9,2.4,1.4,1.7,0.12,0.3,8.1,
3041090030611,0.0,243.0,1.8,1.3,1.2,0.9,0.108,0.27,8.5,
3041090030628,1.0,318.0,2.2,1.47,1.5,2.52,0.146304,0.36576,11.7,
3041090046124,0.0,238.0,0.05,1.7,0.3,12.5,0.012,0.03,12.9,
3041090050121,6.0,475.0,3.8,0.08,2.7,11.4,0.054864,0.13716,16.8,
3041090050138,6.0,471.0,3.9,0.1,2.7,10.8,0.058928,0.14732,16.5,
3041090050152,6.0,455.0,3.8,0.002,2.7,10.4,0.052,0.13,15.8,
3041090050336,6.0,455.0,3.8,0.002,2.7,10.4,0.053848,0.13462,15.8,
3041090061639,6.0,1586.0,4.9,1.8,5.0,33.0,0.096,0.24,80.0,0.0
3041090061714,1.0,1883.0,16.0,4.6,7.3,31.0,0.108,0.27,66.0,0.0
3041090063176,1.0,1544.0,2.9,5.1,11.0,8.8,0.664,1.66,72.0,0.0
3041090063213,1.0,1642.0,2.7,3.0,11.0,7.9,0.672,1.68,78.0,0.0
3041090070051,2.0,257.0,2.5,0.0,1.7,8.0,0.0,0.0,8.0,
3041090070198,1.0,257.0,2.5,0.0,1.8,7.9,0.029464,0.07366,7.9,
3041090086342,2.0,1890.0,19.4,5.8,10.4,46.2,0.18288,0.4572,55.8,
3041090086403,2.0,2029.0,21.3,0.0,13.8,50.7,0.26924,0.6731,59.7,
3041090502910,0.0,201.0,0.2,1.8,0.4,7.9,0.00029464,0.0007366,10.0,
3041090502972,0.0,243.0,0.2,1.9,0.4,9.9,0.0024,0.006,12.6,
3041090503139,4.0,393.0,2.9,0.09,1.8,6.5,0.036,0.09,15.1,
3041090503160,4.0,372.0,2.9,0.1,1.8,6.1,0.036,0.09,13.9,
3041090503184,4.0,362.0,2.6,0.34,1.9,5.0,0.036,0.09,13.7,
3041090503207,4.0,369.0,2.8,0.2,2.0,5.1,0.04,0.1,13.6,
3041090504365,1.0,289.0,2.2,0.9,2.4,2.3,0.16,0.4,9.5,
3041090505737,0.0,191.0,0.2,1.7,0.5,7.9,0.01016,0.0254,9.5,
3041090505836,0.0,207.0,0.1,1.7,0.5,8.7,0.0028,0.007,10.6,
3041090505843,0.0,199.0,0.1,1.7,0.5,8.3,0.0024,0.006,10.1,
3041090505942,0.0,270.0,0.1,2.1,0.4,11.5,0.0028,0.007,14.2,
3041090510236,0.0,253.0,2.3,2.0,2.1,1.9,0.06096,0.1524,6.9,
3041090512797,1.0,293.0,2.0,1.7,2.9,2.9,0.068,0.17,9.2,
3041090517372,0.0,300.0,2.0,1.7,3.1,1.6,0.152,0.38,9.3,
3041090520969,4.0,365.0,2.8,0.3,2.1,5.2,0.036,0.09,13.4,
3041090526534,1.0,285.0,20.0,1.0,3.0,1.3,0.156,0.39,9.0,
3041090526565,1.0,264.0,1.9,1.4,2.3,1.4,0.1524,0.381,8.4,
3041090526572,1.0,285.0,2.0,1.0,3.0,1.3,0.14,0.35,9.0,
3041090526589,1.0,276.0,2.1,1.3,2.0,2.9,0.14732,0.3683,9.1,
3041090527111,0.0,333.0,2.9,2.3,3.6,2.0,0.024,0.06,8.6,
3041090529832,1.0,276.0,2.4,0.6,2.8,2.8,0.076,0.19,7.9,
3041090595929,1.0,263.0,2.1,1.3,2.5,1.0,0.136,0.34,7.8,
3041090602054,4.0,387.0,3.0,0.18,2.0,5.7,0.036,0.09,14.2,
3041090602061,4.0,365.0,2.8,0.27,2.0,5.4,0.024,0.06,13.2,1.0
3041090604720,6.0,464.0,3.8,0.1,2.7,10.9,0.052,0.13,16.3,
3041090631702,1.0,282.0,2.3,0.9,2.0,3.1,0.108,0.27,9.2,
3041090632709,0.0,1630.0,2.1,2.4,8.3,17.6,0.016,0.04,81.9,
3041090650109,4.0,396.0,3.0,0.2,2.2,7.0,0.04,0.1,14.5,
3041090650611,4.0,381.0,3.0,0.31,2.3,6.0,0.04,0.1,13.6,
3041090661174,3.0,361.0,2.7,0.2,1.9,4.8,0.038608,0.09652,13.5,
3041090661181,4.0,395.0,2.9,0.1,1.9,6.3,0.04,0.1,15.1,
3041090677625,0.0,218.0,0.2,1.8,0.3,8.8,0.0032,0.008,11.3,
3041090678646,2.0,1835.0,13.8,4.5,8.1,18.4,0.1016,0.254,67.7,
3041090689307,1.0,273.0,2.3,1.6,2.6,1.2,0.112,0.28,7.8,
3041090689420,1.0,285.0,1.8,1.2,2.7,1.6,0.152,0.38,9.4,
3041090689482,1.0,303.0,2.4,1.1,3.3,1.6,0.14,0.35,8.7,
3041090695131,1.0,2075.0,22.3,1.3,10.2,47.1,0.0,0.0,62.9,
3041090717444,0.0,220.0,0.2,1.7,0.4,8.9,0.008,0.02,11.4,
3041090717451,0.0,224.0,0.2,1.8,0.4,9.2,0.0032,0.008,11.5,
3041090734700,2.0,1790.0,16.6,7.2,9.6,50.5,0.16,0.4,56.3,
3041090744839,0.0,208.0,0.2,2.1,0.4,9.0,0.0026416,0.006604,10.4,
3041090751189,4.0,311.0,2.2,0.5,2.0,4.8,0.04,0.1,11.3,
3041090751196,4.0,314.0,2.2,0.3,2.0,4.9,0.04,0.1,11.6,
3041090751202,4.0,367.0,2.8,0.2,2.0,5.3,0.036,0.09,13.5,
